filename,title,year,certainty
104185252.txt,Hunting of Chevy-chase - L.C.2830(3),1870,
104185253.txt,"Jemmy and Nancy of Yarmouth, or, The constant lovers - L.C.2830(30)",1870,
104185254.txt,Young Grigor's ghost - L.C.2830(31),1870,
104185255.txt,Cameronian's vision - L.C.2830(4),1874,
104185256.txt,Excellent old Scottish song of The blaeberry courtship - L.C.2830(5),1870,
104185257.txt,Bon-Accord Sangster - L.C.2830(6),1875,
104185258.txt,Old Scottish tragical ballad of Sir James the Rose - L.C.2830(7),1870,
104185259.txt,Old Scottish tragical ballad of Sir James the Rose - L.C.2830(8),1870,
104185260.txt,Old Scottish tragical ballad of Sir James the Rose - L.C.2830(9),1870,
104185261.txt,Account of the particular soliloquies and covenant engagements - L.C.2831(1),1753,
104185262.txt,Lord's trumpet - L.C.2831(10),1779,
104185263.txt,True relation of the surprising foreknowledge and wonderful predictions of the Rev. Mr. Allan Logan - L.C.2831(11),1790,
104185264.txt,Lamb in the midst of the throne - L.C.2831(12),1789,
104185265.txt,Saint's duty in evil times - L.C.2831(2),1753,
104185266.txt,"Iniquity of balls and stage-plays, discovered - L.C.2831(3)",1753,
104185267.txt,Explication on Thomas Rymer's prophecies - L.C.2831(4),1770,
104185268.txt,Some remarkable passages of the life and death of Master Alexander Peden - L.C.2831(5),1760,
104185269.txt,"Sermon preached on a preparation-day, before the sacrament of the Lord's-Supper, at Bruntisland, upon 2 Sam. vii. 20. Do as thou hast said - L.C.2831(6)",1770,
104185270.txt,Historical catechism - L.C.2831(7),1772,
104185271.txt,"Visions, discoveries and warnings of the dreadful and terrible judgments, upon Scotland, England and Ireland which were revealed to John Porter - L.C.2831(8)",1773,
104185272.txt,Letter from a gentleman in Glasgow to his friend in the country - L.C.2831(9),1774,
104185273.txt,Faith's plea upon God's covenant - L.C.2832(1),1772,
104185274.txt,"Heavenly rest for a weary soul; or, the pilgrim at his journey's end - L.C.2832(12)",1786,
104185275.txt,Mighty God - L.C.2832(16),1800,
104185276.txt,"Christian's pocket-book, or, A bundle of familiar exhortations to the practice of piety - L.C.2832(17)",1802,
104185277.txt,Testimony to the work of reformation in Britain and Ireland - L.C.2832(18),1806,
104185278.txt,"Godly man's ark, or, City of refuge in time of trouble - L.C.2832(19)",1806,
104185279.txt,Jerusalem's captivities lamented - L.C.2832(2),1772,
104185280.txt,Saint's duty in evil times - L.C.2832(20),1806,
104185281.txt,"Cry from the dead, or, The ghost of Mr James Guthrie appearing - L.C.2832(21)",1807,
104185282.txt,Christ's napkin - L.C.2832(22),1807,
104185283.txt,"Comer's conflict, or, The beginner's battle with the devil, when essaying to come to Christ by faith - L.C.2832(23)",1807,
104185284.txt,"Full and true account of the birth, life, and death of Judas Iscariot - L.C.2832(3)",1774,
104185285.txt,"Full and true account of the birth, life and death, of Judas Iscariot - L.C.2832(4)",1776,
104185286.txt,Faith's plea upon God's covenant - L.C.2832(5),1777,
104185287.txt,"Dissertation on the first day of the week, and the last of the world; or, A beautiful descant on the Day of Judgment [sic] - L.C.2832.(11)",1786,
104185288.txt,Cry to the whole earth - L.C.2832.(12),1794,
104185289.txt,"Purgatory proved, illustrated, and set forth in a clear light - L.C.2832.(13)",1795,
104185290.txt,Last sermon of the Reverend James Hervey - L.C.2832.(14),1795,
104185291.txt,"Wedding-ring, fit for the finger, or, The salve of divinity on the sore of humanity - L.C.2832.(15)",1799,
104185292.txt,"Glimpse of glory, or, a Gospel discovery of Emmanuel's land - L.C.2832.(6)",1777,
104185293.txt,"History of Mahomet, that grand impostor - L.C.2832.(7)",1783,
104185294.txt,Door of salvation opened - L.C.2832.(8),1785,
104185295.txt,"Crhist [sic] on the cross suffering for sinners, or, The sinners redemption, sanctification and exaltation by the death and bitter passion of our Lord and Saviour Jesus Christ - L.C.2832.(9)",1786,
104185296.txt,Strange and wonderful predictions of Mr. Christopher Love - L.C.2833(1),1777,
104185297.txt,Comical sayings of Pady from Cork - L.C.2833(10),1794,
104185298.txt,Wife of Beith - L.C.2833(11),1795,
104185299.txt,History of the king and the cobler - L.C.2833(12),1798,
104185300.txt,"Surprizing adventures, of Jack Oakum, & Tom Splicewell - L.C.2833(13)",1798,
104185301.txt,Conquest of France - L.C.2833(14),1798,
104185302.txt,"Vice punished, and virtue rewarded - L.C.2833(15)",1798,
104185303.txt,Account of a most surprizing savage girl - L.C.2833(16),1798,
104185304.txt,History of Fortunatus - L.C.2833(17),1799,
104185305.txt,History of the destruction of Troy - L.C.2833(18),1799,
104185306.txt,"History of Nicolas Pedrosa, and his escape from the Inquisition in Madrid - L.C.2833(19)",1799,
104185307.txt,Wonderful and most astonishing account of Alexander Libanus - L.C.2833(2),1789,
104185309.txt,"History of the four kings of Canterbury, Colchester, Cornwall, & Cumberland - L.C.2833(20)",1799,
104185310.txt,"Life, strange voyages, and uncommon adventures of Ambrose Gwinett - L.C.2833(21)",1800,
104185311.txt,"History of the Emperor Manalay, and his virtuous wife - L.C.2833(22)",1800,
104185312.txt,Account of several remarkable earthquakes which have happened in various quarters of the world - L.C.2833(23),1800,
104185313.txt,"Mad pranks of Tom Tram, son-in-law to Mother Winter - L.C.2833(24)",1802,
104185314.txt,"Ancient and modern history of Buck-haven, in Fife-shire - L.C.2833(25)",1806,
104185315.txt,"Dorastus and Fawnia, or, The life and adventures of a German princess - L.C.2833(26)",1807,
104185316.txt,"Whetstone for dull wits, or, A new collection of riddles for the entertainment of youth - L.C.2833(27)",1809,
104185317.txt,"History of John Gregg, and his family, of robbers and murderers - L.C.2833(3)",1789,
104185318.txt,"Fun upon fun, or, The comical merry tricks of Leper the taylor - L.C.2833(4)",1789,
104185319.txt,"Fun upon fun, or, The comical merry tricks of Leper the taylor - L.C.2833(5)",1789,
104185320.txt,Grand solemnity of the taylor's funeral - L.C.2833(6),1789,
104185321.txt,History and comical transactions of Lothian Tom - L.C.2833(7),1790,
104185322.txt,Merry tales of the wise men of Gotham - L.C.2833(8),1790,
104185323.txt,Renowned history of the seven champions of Christendom - L.C.2833(9),1794,
104185324.txt,Four excellent new songs - L.C.2834(1),1780,
104185325.txt,"Soldier's return, with his kind reception - L.C.2834(10)",1802,
104185326.txt,"Contented wife, with the husband's answer - L.C.2834(11)",1802,
104185327.txt,Bonny Scot - L.C.2834(12),1802,
104185328.txt,Irish wedding - L.C.2834(13),1802,
104185329.txt,Merchant's son and the beggar wench - L.C.2834(14),1802,
104185330.txt,British volunteers - L.C.2834(15),1803,
104185331.txt,"London 'prentice; 0r, The wanton mistress - L.C.2834(16)",1803,
104185332.txt,Golden days of good Queen Bess - L.C.2834(17),1803,
104185333.txt,"Old man outwitted, or, The fortunate lovers - L.C.2834(18)",1804,
104185334.txt,"Age and life of man, or, A short description of the nature, rise, and fall, according to the twelve months of the year - L.C.2834(19)",1805,
104185335.txt,Three excellent new songs - L.C.2834(2),1783,
104185336.txt,Beds of roses - L.C.2834(20),1805,
104185337.txt,Sailor's return - L.C.2834(21),1806,
104185338.txt,John Highlandman's remarks on the city of Glasgow - L.C.2834(22),1807,
104185339.txt,World's a stage on which each man acts his part - L.C.2834(23),1808,
104185340.txt,"Northern ditty, or, The citizen outwitted by a country damsel - L.C.2834(24)",1808,
104185341.txt,"Buxom dame of Reading, or, The cuckold's cap - L.C.2834(25)",1809,
104185342.txt,New song of old sayings - L.C.2834(26),1809,
104185343.txt,"Hodge of the mill, or, An old woman clothed in grey - L.C.2834(27)",1809,
104185344.txt,"Married man's lament, or, Fairly shot of her - L.C.2834(3)",1780,
104185345.txt,Five excellent new songs - L.C.2834(4),1780,
104185346.txt,Three excellent new songs - L.C.2834(5),1780,
104185347.txt,Four excellent new songs - L.C.2834(6),1780,
104185348.txt,Three excellent new songs - L.C.2834(7),1780,
104185349.txt,Five excellent new songs - L.C.2834(8),1780,
104185350.txt,Jeany Diver - L.C.2834(9),1799,
104185351.txt,Old Scots song - L.C.2835(1),1799,
104185352.txt,Rambling boy with The answer - L.C.2835(10),1799,
104185353.txt,"Three herring in sa't, with The answer - L.C.2835(11)",1799,
104185354.txt,"Constant lover's happy meeting, or, The faithful soldier's return - L.C.2835(12)",1799,
104185355.txt,Wat'ry god - L.C.2835(13),1799,
104185356.txt,Dandy---o - L.C.2835(14),1799,
104185357.txt,Innocent maid in Bedlam - L.C.2835(15),1799,
104185358.txt,Factor's garland - L.C.2835(16),1799,
104185359.txt,Disappointed sailor - L.C.2835(17),1799,
104185360.txt,Jolly miller - L.C.2835(18),1799,
104185361.txt,"Slighted father, or, the unnatural son justly reclaim'd - L.C.2835(19)",1799,
104185362.txt,"Sailor's epitaph, or, Tom Bowling under the hatches - L.C.2835(2)",1800,
104185363.txt,Shepherd's daughter - L.C.2835(20),1799,
104185364.txt,"Tar metamorphosed, or, The esquire tricked - L.C.2835(21)",1799,
104185365.txt,"Wandering shepherdess, or, the betrayed damsel - L.C.2835(22)",1799,
104185366.txt,"Blythsome bridal, or, the lass wi' the gowden hair - L.C.2835(23)",1799,
104185367.txt,Maid milking her cow - L.C.2835(24),1800,
104185368.txt,Light dragoon - L.C.2835(25),1800,
104185369.txt,"Virgin's choice, or, Youth preferred to old age - L.C.2835(26)",1800,
104185370.txt,Life and death of fair Rosamond - L.C.2835(27),1800,
104185371.txt,Roy's wife of Aldivalloch - L.C.2835(28),1800,
104185372.txt,Snug bit of land in the ocean - L.C.2835(29),1800,
104185373.txt,"Drowned mariner, or, The lowlands of Holland hath twin'd my love & me - L.C.2835(3)",1800,
104185374.txt,"Valiant trooper, or, Pretty Peggy's humble petition for marriage - L.C.2835(30)",1802,
104185375.txt,"Irish Dragoons, or, Pretty Peggy of Derby o - L.C.2835(31)",1801,
104185376.txt,Tempest - L.C.2835(32),1802,
104185377.txt,Vanity of pride - L.C.2835(33),1802,
104185378.txt,"Fair Margaret of Craignargat, or, The indulgent mother and disobedient daughter - L.C.2835(34)",1802,
104185379.txt,Kail brose of auld Scotland - L.C.2835(35),1802,
104185380.txt,"Unhappy lover, or, Ruined virgin - L.C.2835(4)",1800,
104185381.txt,Girl I left behind me - L.C.2835(5),1800,
104185382.txt,British grenadiers - L.C.2835(6),1800,
104185383.txt,Lass of Ocram - L.C.2835(7),1799,
104185384.txt,Constant swain - L.C.2835(8),1799,
104185385.txt,"Oxfordshire tragedy, or, The virgin's advice - L.C.2835(9)",1799,
104185386.txt,Young squire's frolic - L.C.2836(1),1802,
104185387.txt,Luckie plou'-boy - L.C.2836(10),1802,
104185388.txt,Shady grove - L.C.2836(11),1802,
104185389.txt,"Kentshire tragedy, or, The constant lovers overthrow - L.C.2836(12)",1802,
104185390.txt,Injured fair - L.C.2836(13),1802,
104185391.txt,Beauties of Glasgow - L.C.2836(14),1802,
104185392.txt,"Crafty miller, or, The mistaken batchelor - L.C.2836(15)",1802,
104185393.txt,"Gosport tragedy, or, The perjured ship carpenter - L.C.2836(16)",1801,
104185394.txt,"Unfortunate fair, or, The sad disaster - L.C.2836(17)",1801,
104185395.txt,Shepherd's lament for the loss of his sweetheart - L.C.2836(18),1802,
104185396.txt,Irish widow - L.C.2836(19),1802,
104185397.txt,"Happy stranger, or, The fortunate meeting - L.C.2836(2)",1802,
104185398.txt,New way of woo'd & marry'd & a' - L.C.2836(20),1802,
104185399.txt,Forlorne damsel - L.C.2836(21),1802,
104185400.txt,"Sailor's tragedy, or, False oaths punished - L.C.2836(22)",1802,
104185401.txt,Dame of honour - L.C.2836(23),1802,
104185402.txt,Duke of Hamilton and Lord Mohun's fight - L.C.2836(24),1802,
104185403.txt,Dragoon and Peggy - L.C.2836(25),1802,
104185404.txt,Watchman - L.C.2836(26),1802,
104185405.txt,"Handsome cobler, or, The father outwitted - L.C.2836(27)",1802,
104185406.txt,"Hodge of the mill, or, An old woman clothed in grey - L.C.2836(28)",1802,
104185407.txt,"Humours of Gravel-Lane, or, The cobler's daughter's wedding - L.C.2836(29)",1802,
104185408.txt,"Belfast shoemaker, or, Bold Irvine and Jane Wilson - L.C.2836(3)",1802,
104185409.txt,"Haughs of Crumdel, a memorable battle fought by the great Montrose and the clans against Oliver Cromwell - L.C.2836(30)",1802,
104185410.txt,"Cruel father, or, The loyal lover's downfal - L.C.2836(31)",1802,
104185411.txt,"Blythsome bridal, or, The lass wi' the gouden hair - L.C.2836(4)",1802,
104185412.txt,"False friend, or, A worthy master betray'd - L.C.2836(5)",1802,
104185413.txt,"Bonaparte, or, The threaten'd invasion - L.C.2836(6)",1803,
104185414.txt,"Roger of Coverly, or, Monsieur come if ye dare - L.C.2836(7)",1803,
104185415.txt,Recruit's farewell to his wife and three children - L.C.2836(8),1803,
104185416.txt,Bonny highland lad - L.C.2836(9),1802,
104185417.txt,Snug little island - L.C.2837(1),1802,
104185418.txt,Days o' langsyne - L.C.2837(10),1802,
104185419.txt,Maiden's choice - L.C.2837(11),1802,
104185420.txt,Sailor's misfortune and happy marriage - L.C.2837(12),1802,
104185421.txt,Frigate well mann'd - L.C.2837(13),1802,
104185422.txt,Unhappy couple - L.C.2837(14),1802,
104185423.txt,British grenadiers - L.C.2837(15),1802,
104185424.txt,"Sailor's wife's policy, or, The knowing barber taken in - L.C.2838(12)",1802,
104185425.txt,"Sweet barley mow, or, Ragged and true - L.C.2838(13)",1802,
104185426.txt,Folly and fashion of the present time - L.C.2838(14),1802,
104185427.txt,"Hen-peck'd husband, or, Easy John - L.C.2838(15)",1802,
104185428.txt,Broom of Cowden-knows - L.C.2838(16),1802,
104185429.txt,"Blackamoor in the wood, or, A lamentable ballad on a tragical end of a gallant lord and virtuous lady - L.C.2838(17)",1802,
104185430.txt,"Weather-beaten sodger, or, the Burgo-Master of Venice - L.C.2838(18)",1802,
104185431.txt,"Patie's wedding, or, All parties pleased - L.C.2838(19)",1802,
104185432.txt,John Highlandman's remarks on the City of Glasgow - L.C.2838(2),1802,
104185433.txt,Humble beggar - L.C.2838(20),1802,
104185434.txt,Fire-side companions - L.C.2838(21),1802,
104185435.txt,"Rocking of the cradle, or, Hushy-ba baby - L.C.2838(22)",1802,
104185436.txt,"Auld goodman, or, The goodwife victorious - L.C.2838(23)",1802,
104185437.txt,Keys of love - L.C.2838(24),1802,
104185438.txt,"Pride of poor Britain or, The folly of man - L.C.2838(25)",1802,
104185439.txt,"Scene changed, or, Betty's ta'en the gee - L.C.2838(26)",1802,
104185440.txt,Conquest of France by King Henry Vth - L.C.2838(27),1802,
104185441.txt,"Fair maid in bedlam, or, The deceitful Irish boy - L.C.2838(28)",1803,
104185442.txt,"Battle of Rosline fought on the plains of Rosline, 1303 - L.C.2838(29)",1803,
104185443.txt,Whistling daughter - L.C.2838(3),1802,
104185444.txt,"Dunghil-cock, or, Turnpin's valiant exploits - L.C.2838(30)",1803,
104185445.txt,Lamp-lighter - L.C.2838(31),1803,
104185446.txt,"Hawking wench, or, Gowf my logie - L.C.2838(32)",1803,
104185447.txt,"Recruiting officer, or, Over the hills & far away - L.C.2838(4)",1802,
104185448.txt,Shepherd's daughter - L.C.2838(5),1802,
104185449.txt,"Bess the gawkie, or, Jamie slighted - L.C.2838(6)",1802,
104185450.txt,Siege of Bellisle - L.C.2838(7),1802,
104185451.txt,"Spendthrift clapt into limbo, or, the rake reclaim'd - L.C.2838(8)",1801,
104185452.txt,"London astrologer, or, A young girl put to the blush - L.C.2838(9)",1802,
104185453.txt,Abstract of the bloody massacre in Ireland - L.C.2839(1),1800,
104185454.txt,Thoughts on a French invasion - L.C.2839(2),1801,
104185455.txt,"Jerusalem's captivities lamented, or, A plain description of Jerusalem from Joshua's time to the year 1517, both from Scripture and ancient history - L.C.2839(3)",1801,
104185456.txt,"Cross of Christ, the Christian's glory - L.C.2839(4)",1802,
104185457.txt,Great importance of a suitable preparation for death - L.C.2839(5),1805,
104185458.txt,"Whole prophecies of Scotland, England, Ireland, France & Denmark - L.C.2839(6)",1806,
104185459.txt,"Life and prophecies of that faithful minister of God's word, Mr. Donald Cargill - L.C.2839(7)",1806,
104185460.txt,French convert - L.C.2839(8),1808,
104185461.txt,History of Valentine and Orson - L.C.2839(9),1809,
104185462.txt,"Some ejaculations and dying words of the late Reverend Mr. John Willison, Minister of the Gospel at Dundee - L.C.2840(1)",1787,
104185463.txt,"Scots piper's queries, or, John Falkirk's cariches - L.C.2840(10)",1804,
104185464.txt,"History of the Haverel wives, or, The folly of witless women displayed - L.C.2840(11)",1805,
104185465.txt,History of Valentine and Orson - L.C.2840(12),1806,
104185466.txt,Christ's kirk on the green - L.C.2840(13),1806,
104185467.txt,New school of love - L.C.2840(14),1806,
104185468.txt,Memoirs of the life and gallant services of Admiral Lord Nelson - L.C.2840(15),1806,
104185469.txt,Renowned history of the seven champions of Christendom - L.C.2840(16),1808,
